SKU,Barcode,Marca,Nombre,Precio_original,Precio_+20%,Precio_tachado,Stock,Descripcion,Imagen,URL_producto,Proveedor
OBKEV48AR,8019606349590,Givi,Maleta Lateral Trekker Outback Evo 48 Smart Alum Derecha,386.12,463.34,429.01,3,,https://estaticos.elmotorista.es/prod_images/givi/505602296art/givi/maleta-lateral-trekker-outback-evo-48-smart-alum-derecha-478417_200.webp,maleta-lateral-trekker-outback-evo-48-smart-alum-derecha-obkev48ar,elmotorista.es
TRT.00.787.14000/B,4052572189177,Sw-motech,Anillo Deposito Pro Kawasaki (5 Tornillos),30.0,36.0,,5,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081874art/sw-motech/anillo-deposito-pro-kawasaki-5-tornillos-447027_200.webp,anillo-deposito-pro-kawasaki-5-tornillos-trt-00-787-14000-b,elmotorista.es
BF61,8019606278982,Givi,Tank-Lock Yamaha Tenere 700 21,36.36,43.63,44.0,1,,https://estaticos.elmotorista.es/prod_images/givi/504977767art/givi/tank-lock-yamaha-tenere-700-21-373300_200.webp,tank-lock-yamaha-tenere-700-21-bf61,elmotorista.es
OL216,5030009102295,Oxford,Bolsa Deposito Extensible Oxford Q15r - Negro,140.41,168.49,156.01,1,,https://estaticos.elmotorista.es/prod_images/oxford/504413632art/oxford/bolsa-deposito-extensible-oxford-q15r-negro-308274_200.webp,bolsa-deposito-extensible-oxford-q15r-negro-504413632,elmotorista.es
TRK46N,8019606134707,Givi,Maleta Trekker Monokey 46l,302.5,363.0,366.0,3,,https://estaticos.elmotorista.es/prod_images/givi/503208826art/givi/maleta-trekker-monokey-46l-373521_200.webp,maleta-trekker-monokey-46l-503208826,elmotorista.es
E168,8019606225627,Givi,Red Elastica Portaobjetos Tapa Maleta Obk42/Obkn42,13.15,15.78,15.95,6,,https://estaticos.elmotorista.es/prod_images/givi/504355603art/givi/red-elastica-portaobjetos-tapa-maleta-obk42-obkn42-291690_200.webp,red-elastica-portaobjetos-tapa-maleta-obk42-obkn42-e168,elmotorista.es
BF22,8019606190031,Givi,Tank-Lock Bmw S 1000 Rr 12/17,16.47,19.76,19.95,4,,https://estaticos.elmotorista.es/prod_images/givi/503796863art/givi/tank-lock-bmw-s-1000-rr-12-17-496728_200.webp,tank-lock-bmw-s-1000-rr-12-17-bf22,elmotorista.es
BF04,8019606134943,Givi,Soporte/Anclaje Deposito Maletas Givi Tanclock - Kawasaki - Bf04,16.47,19.76,19.95,3,,https://estaticos.elmotorista.es/prod_images/givi/503441060art/givi/tank-lock-kawasaki-496734_200.webp,tank-lock-kawasaki-bf04,elmotorista.es
BC.LOC.00.001.10200/B,4052572039625,Sw-motech,Candado Cremallera Moto Con Combinacion Ng,7.01,8.41,,5,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599758art/sw-motech/candado-cremallera-moto-con-combinacion-ng-447452_200.webp,cerradura-cremallera-moto-ng-bc-loc-00-001-10200-b,elmotorista.es
T468C,8019606282613,Givi,Bolsa Interior Maleta 4l V56 Maxia,45.46,54.55,54.99,7,,https://estaticos.elmotorista.es/prod_images/givi/505029210art/givi/bolsa-interior-maleta-4l-v56-maxia-412330_200.webp,bolsa-interior-maleta-4l-v56-maxia-505029210,elmotorista.es
ALA56A,8019606298690,Givi,Maleta Central Trekker Alaska 56l Aluminio Mk,379.36,455.23,459.0,5,,https://estaticos.elmotorista.es/prod_images/givi/505038773art/givi/maleta-central-trekker-alaska-56l-aluminio-mk-387579_200.webp,maleta-central-trekker-alaska-56l-aluminio-mk-505038773,elmotorista.es
CM328317,,Piaggio,Baul 36l Vespa Gts/Gts Super Nero Xn2 (S/Respaldo),254.32,305.18,289.0,+10,,https://estaticos.elmotorista.es/prod_images/piaggio/505689272art/piaggio/baul-36l-vespa-gts-gts-super-nero-xn2-s-respaldo-532114_200.webp,baul-36l-vespa-gts-nero-xn2-s-respaldo-cm328317,elmotorista.es
BF59,8019606277435,Givi,Tank-Lock Honda Nc750x 21,16.47,19.76,19.95,3,,https://estaticos.elmotorista.es/prod_images/givi/504757528art/givi/tank-lock-honda-nc750x-21-412496_200.webp,tank-lock-honda-nc750x-21-bf59,elmotorista.es
SR5611,8019606202406,Givi,Fijacion Ml P/Intml Piagio Liberty I-Get 50/125/150 16,33.88,40.66,40.99,6,,https://estaticos.elmotorista.es/prod_images/givi/504181352art/givi/fijacion-ml-p-intml-piagio-liberty-i-get-50-125-150-16-261568_200.webp,fijacion-ml-p-intml-piagio-liberty-i-get-50-125-150-16-sr5611,elmotorista.es
A0SP19ST,8430358483057,Shad,Soporte Maleta Aprilia Sportcity One 125   - Shad  A0sp19st ,58.9,70.68,65.45,8,,https://estaticos.elmotorista.es/prod_images/shad/503125586art/shad/fijacion-top-master-aprilia-sportcity-one-125-09-16-80104_200.webp,fijacion-top-master-aprilia-sportcity-one-125-09-16-a0sp19st,elmotorista.es
V56N,8019606194787,Givi,Baul Givi V56 Maxia 4 Ng Monokey,314.07,376.88,380.0,1,,https://estaticos.elmotorista.es/prod_images/givi/503776408art/givi/baul-givi-v56-maxia-4-ng-monokey-259385_200.webp,baul-givi-v56-maxia-4-ng-monokey-v56n,elmotorista.es
CM328315,,Piaggio,Baul 36l Vespa Gts Super Sport Nero Matt Nv (S/Respaldo),254.32,305.18,289.0,9,,https://estaticos.elmotorista.es/prod_images/piaggio/505689278art/piaggio/baul-36l-vespa-gts-super-sport-nero-matt-nv-s-respaldo-512561_200.webp,baul-36l-vespa-gts-super-sport-nero-matt-nv-s-respaldo-cm328315,elmotorista.es
Z115R,8019606105592,Givi,Rec Maleta Cordon De Sujecion Apertura 2 Piezas,4.65,5.58,5.65,5,,https://estaticos.elmotorista.es/prod_images/givi/502909962art/givi/rec-maleta-cordon-de-sujecion-apertura-2-piezas-308675_200.webp,rec-maleta-cordon-de-sujecion-apertura-2-piezas-z115r,elmotorista.es
D0TR37100,8430358667068,Shad,Baul Tr37 Terra Aluminio,310.5,372.6,345.0,2,,https://estaticos.elmotorista.es/prod_images/shad/504633527art/shad/baul-tr37-terra-aluminio-341115_200.webp,baul-tr37-terra-aluminio-d0tr37100,elmotorista.es
E340N2,8019606352637,Givi,Baul Ml 34l E340/Vision Ng Base Ng,96.69,116.03,116.99,9,,https://estaticos.elmotorista.es/prod_images/givi/505627938art/givi/baul-ml-34l-e340-vision-ng-base-ng-492935_200.webp,baul-ml-34l-e340-vision-ng-base-ng-e340n2,elmotorista.es
D0TR48100,8430358667051,Shad,Baul Tr48 Terra Aluminio,350.91,421.09,389.9,10,,https://estaticos.elmotorista.es/prod_images/shad/504633528art/shad/baul-tr48-terra-aluminio-341264_200.webp,baul-tr48-terra-aluminio-d0tr48100,elmotorista.es
BA.35.ALP.A,8053045438255,Gpr,Baul Top Case Alpi Tech 35 Lt. Plata C/Parrilla Universal,337.59,405.11,,9,,https://estaticos.elmotorista.es/prod_images/gpr/505645948art/gpr/baul-top-case-alpi-tech-35-lt-plata-c-parrilla-universal-484935_200.webp,baul-top-case-alpi-tech-35-lt-silver-c-parrilla-universal-ba-35-alp-a,elmotorista.es
Z126,8019606053350,Givi,Gomas Parrilla Monorack / Wingrack 4 Unds,4.24,5.09,5.15,+10,,https://estaticos.elmotorista.es/prod_images/givi/501612927art/givi/gomas-parrilla-monorack-wingrack-4-unds-107417_200.webp,gomas-parrilla-monorack-wingrack-4-unds-z1261,elmotorista.es
ALA56B,8019606298706,Givi,Maleta Central Trekker Alaska 56l Negro Mk,428.12,513.74,518.0,6,,https://estaticos.elmotorista.es/prod_images/givi/505047631art/givi/maleta-central-trekker-alaska-56l-negro-mk-390139_200.webp,maleta-central-trekker-alaska-56l-negro-mk-505047631,elmotorista.es
BF05,8019606134950,Givi,Anclaje/Soporte Deposito Maletas Givi Tank-Lock Yamaha -Bf05,16.47,19.76,19.95,6,,https://estaticos.elmotorista.es/prod_images/givi/503255388art/givi/tank-lock-yamaha-498692_200.webp,tank-lock-yamaha-bf05,elmotorista.es
OBKEVS33AR,8019606349620,Givi,Maleta Lateral Trekker Outback Evo 33 Scantonata Alum Dcha ,369.9,443.88,411.0,4,,https://estaticos.elmotorista.es/prod_images/givi/505602303art/givi/maleta-lateral-trekker-outback-evo-33-scantonata-alum-dcha-478428_200.webp,maleta-lateral-trekker-outback-evo-33-scantonata-alum-dcha-obkevs33ar,elmotorista.es
BC.ALK.00.732.10700/B,4052572039663,Sw-motech,Bolsa Expansion Trax Wp M/L Maletas Trax Wp,79.99,95.99,80.01,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505395311art/sw-motech/bolsa-expansion-trax-wp-m-l-maletas-trax-wp-446930_200.webp,bolsa-expansion-trax-wp-m-l-maletas-trax-wp-505395311,elmotorista.es
V47NN,8019606159021,Givi,Baul Mk 47l. Ng Cat/Rj Tapa Ng Carb,238.85,286.62,289.0,5,,https://estaticos.elmotorista.es/prod_images/givi/503518881art/givi/baul-mk-47l-ng-cat-rj-tapa-ng-carb-256453_200.webp,baul-mk-47l-ng-cat-rj-tapa-ng-carb-v47nn,elmotorista.es
V37NN,8019606239020,Givi,Maletas Laterales V37 Ng/Carb Jgo C/Rj,412.42,494.9,499.0,2,,https://estaticos.elmotorista.es/prod_images/givi/504387355art/givi/maletas-laterales-v37-ng-carb-jgo-c-rj-375498_200.webp,maletas-laterales-v37-ng-carb-jgo-c-rj-v37nn,elmotorista.es
T490B,8019606282583,Givi,Bolsa Interior Maleta 52l Trk52,63.65,76.38,77.0,5,,https://estaticos.elmotorista.es/prod_images/givi/505029256art/givi/bolsa-interior-maleta-52l-trk52-412397_200.webp,bolsa-interior-maleta-52l-trk52-505029256,elmotorista.es
W0ST18ST,8430358664463,Shad,Fijacion Top Master Wottan Storm T 125 18/20,101.12,121.34,112.36,6,,https://estaticos.elmotorista.es/prod_images/shad/504664392art/shad/fijacion-top-master-wottan-storm-t-125-18-20-352698_200.webp,fijacion-top-master-wottan-storm-t-125-18-20-w0st18st,elmotorista.es
V47NT,8019606150868,Givi,Baul Mk 47l. Ng Cat/Transp Tapa Alum.,259.53,311.44,314.0,4,,https://estaticos.elmotorista.es/prod_images/givi/503454752art/givi/baul-mk-47l-ng-cat-transp-tapa-alum-256459_200.webp,baul-mk-47l-ng-cat-transp-tapa-alum-503454752,elmotorista.es
BF51,8019606260260,Givi,Tank-Lock Ktm 390 Adventure 20,46.69,56.03,56.49,4,,https://estaticos.elmotorista.es/prod_images/givi/504638980art/givi/tank-lock-ktm-390-adventure-20-341522_200.webp,tank-lock-ktm-390-adventure-20-bf51,elmotorista.es
TRT.00.787.12700/B,4052572189153,Sw-motech,Anillo Deposito Pro Bmw (Depositos Sin Tornillos),54.99,65.99,,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081876art/sw-motech/anillo-deposito-pro-bmw-depositos-sin-tornillos-447023_200.webp,anillo-deposito-pro-bmw-depositos-sin-tornillos-trt-00-787-12700-b,elmotorista.es
S0BN69ST,8430358485686,Shad,Soporte Maleta Suzuki Bandit 650    - Shad  S0bn68st,118.92,142.7,132.13,5,,https://estaticos.elmotorista.es/prod_images/shad/503124935art/shad/fijacion-top-master-suzuki-bandit-650-05-16-227617_200.webp,fijacion-top-master-suzuki-bandit-650-05-16-s0bn69st,elmotorista.es
E161,8019606202284,Givi,Red Elastica Portaobjetos Tapa Maleta Obk58,15.65,18.78,18.95,+10,,https://estaticos.elmotorista.es/prod_images/givi/503906345art/givi/red-elastica-portaobjetos-tapa-maleta-obk58-237776_200.webp,red-elastica-portaobjetos-tapa-maleta-obk58-e161,elmotorista.es
ALA36BPACK2,8019606257253,Givi,Maletas Laterales Trekker Alaska Aluminio 36l Black Monokey,462.84,555.41,560.0,6,,https://estaticos.elmotorista.es/prod_images/givi/504587109art/givi/maletas-laterales-trekker-alaska-aluminio-36l-black-monokey-378402_200.webp,maletas-laterales-trekker-alaska-aluminio-36l-black-monokey-ala36bpack2,elmotorista.es
SR684,8019606096012,Givi,Soporte Maleta Bmw R 1200 Gs  - Givi Sr684,89.26,107.11,108.0,2,,https://estaticos.elmotorista.es/prod_images/givi/501612481art/givi/fijacion-monokey-bmw-r-1200-gs-04-12-montaje-s-soporte-origi-80298_200.webp,fijacion-monokey-bmw-r-1200-gs-04-12-montaje-s-soporte-origi-sr684,elmotorista.es
H0XV77ST,8430358646148,Shad,Fijacion Top Master Honda X-Adv 750 17/18,46.73,56.08,51.92,3,,https://estaticos.elmotorista.es/prod_images/shad/504305286art/shad/fijacion-top-master-honda-x-adv-750-17-18-273153_200.webp,fijacion-top-master-honda-x-adv-750-17-18-h0xv77st,elmotorista.es
M9A,8019606237828,Givi,Parrilla Monokey Plata ,97.11,116.53,117.5,+10,,https://estaticos.elmotorista.es/prod_images/givi/504376770art/givi/parrilla-monokey-plata-295021_200.webp,parrilla-monokey-plata-m9a,elmotorista.es
E173,8019606229007,Givi,Respaldo Maleta Trekker Outback 42l New,50.01,60.01,60.5,+10,,https://estaticos.elmotorista.es/prod_images/givi/504351730art/givi/respaldo-maleta-trekker-outback-42l-new-284916_200.webp,respaldo-maleta-trekker-outback-42l-new-504351730,elmotorista.es
D0B26100,8430358507258,Shad,Baulete Sh-26 Negro New,59.29,71.15,65.87,+10,,https://estaticos.elmotorista.es/prod_images/shad/503320168art/shad/baulete-sh-26-negro-new-430727_200.webp,baulete-sh-26-negro-new-503320168,elmotorista.es
OL901,5030009018657,Oxford,Pack 3 Bolsas Oxford Aqua Wp (5/7/12l),28.13,33.76,31.25,3,,https://estaticos.elmotorista.es/prod_images/oxford/504446201art/oxford/pack-3-bolsas-oxford-aqua-wp-5-7-12l-314752_200.webp,pack-3-bolsas-oxford-aqua-wp-5-7-12l-504446201,elmotorista.es
1B002447,,Piaggio,Kit Soporte Baul Piaggio Liberty,78.99,94.79,79.0,+10,,https://estaticos.elmotorista.es/prod_images/piaggio/503832776art/piaggio/kit-soporte-baul-piaggio-liberty-213748_200.webp,kit-soporte-baul-piaggio-liberty-503832776,elmotorista.es
T512,8019606184597,Givi,Bolsa Interior Waterproof 58l Trekker Outback 58l,65.71,78.85,79.5,+10,,https://estaticos.elmotorista.es/prod_images/givi/503804533art/givi/bolsa-interior-waterproof-58l-trekker-outback-58l-498992_200.webp,bolsa-interior-waterproof-58l-trekker-outback-58l-t512,elmotorista.es
H0NT75ST,8430358616493,Shad,Fijacion Top Master Honda Nc750 X-S 16-21,110.49,132.59,122.77,+10,,https://estaticos.elmotorista.es/prod_images/shad/503906670art/shad/fijacion-top-master-honda-nc750-x-s-16-21-228003_200.webp,fijacion-top-master-honda-nc750-x-s-16-h0nt75st,elmotorista.es
SR5129,8019606240200,Givi,Fijacion Bmw F750/850gs 18 Ml/Mk,114.05,136.86,138.0,2,,https://estaticos.elmotorista.es/prod_images/givi/504393107art/givi/fijacion-bmw-f750-850gs-18-ml-mk-303748_200.webp,fijacion-bmw-f750-850gs-18-ml-mk-sr5129,elmotorista.es
P0LS52ST,8430358042674,Shad,Fijacion Top Master Peugeot Elystar 50/125/150 02/12,58.99,70.79,65.55,1,,https://estaticos.elmotorista.es/prod_images/shad/501585778art/shad/fijacion-top-master-peugeot-elystar-50-125-150-02-12-256246_200.webp,fijacion-top-master-peugeot-elystar-50-125-150-02-12-p0ls52st,elmotorista.es
B37NT,8019606150806,Givi,Baul Monolock 37 Lt Negro C/Catadriopt. Ahumado,135.54,162.65,164.0,8,,https://estaticos.elmotorista.es/prod_images/givi/503495078art/givi/baul-monolock-37-lt-negro-c-catadriopt-ahumado-392880_200.webp,baul-monolock-37-lt-negro-c-catadriopt-ahumado-503495078,elmotorista.es
V0FL13ST,8430358542839,Shad,Soporte Maleta Piaggio Fly 125 (13-14)  - Shad  V0fl13st,25.48,30.58,28.31,3,,https://estaticos.elmotorista.es/prod_images/shad/503517593art/shad/fijacion-top-master-piaggio-fly-125-13-14-498555_200.webp,fijacion-top-master-piaggio-fly-125-13-14-v0fl13st11,elmotorista.es
X0SE09CLP,8430358691544,Shad,Bolsa De Deposito Click System E09cl Pro,107.11,128.53,119.0,+10,,https://estaticos.elmotorista.es/prod_images/shad/505602847art/shad/bolsa-de-deposito-click-system-e09cl-pro-459259_200.webp,bolsa-de-deposito-click-system-e09cl-pro-x0se09clp,elmotorista.es
Y0XM25ST,8430358053366,Shad,Fijacion Top Master Yamaha X-Max 125/250 05/09,72.1,86.52,80.11,3,,https://estaticos.elmotorista.es/prod_images/shad/501920940art/shad/fijacion-top-master-yamaha-x-max-125-250-05-09-110417_200.webp,fijacion-top-master-yamaha-x-max-125-250-05-09-y0xm25st,elmotorista.es
Z0U110ST,8430358675056,Shad,Fijacion Top Master Zontes U/U1 125,135.77,162.92,150.86,10,,https://estaticos.elmotorista.es/prod_images/shad/504700182art/shad/fijacion-top-master-zontes-u-u1-125-501930_200.webp,herrajes-z0u110st,elmotorista.es
